Averege_Solar,Averege_Humidity,Site_Temperature_Celsius,Crop_Yield_Grain,Crop_Species_Common_Name,Crop_Growing_Season_Year_First,Crop_Growing_Season_Year_Last,Site_Precipitation_mm,Site_Soil_Texture_Name,Site_Soil_pH,Site_Soil_Classification_Name,Site_Soil_Depth_Variable_m,Site_Longitude,Site_Latitude,pH
4305.383600271567,89.36356155883226,6.0,0.37,Lentil,2002,2003,349.0,Silt,,Typic Haploboroll (Amsterdam series),,-111.26,45.44,-9999.0
4305.383600271567,89.36356155883226,6.0,1.14,Lentil,2002,2002,349.0,Silt,,Typic Haploboroll (Amsterdam series),,-111.26,45.44,-9999.0
4305.383600271567,89.36356155883226,6.0,1.63,Lentil,2003,2003,349.0,Silt,,Typic Haploboroll (Amsterdam series),,-111.26,45.44,-9999.0
4305.383600271567,89.36356155883226,6.0,1.38,Lentil,2002,2002,349.0,Silt,,Typic Haploboroll (Amsterdam series),,-111.26,45.44,-9999.0
4305.383600271567,89.36356155883226,6.0,1.58,Lentil,2003,2003,349.0,Silt,,Typic Haploboroll (Amsterdam series),,-111.26,45.44,-9999.0
4127.016856656007,89.46386298262365,6.204904126056111,4.06,Garden pea,2001,2002,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,1.57,Garden pea,2002,2003,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,3.49,Garden pea,2001,2002,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,0.66,Garden pea,2002,2003,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,3.93,Garden pea,2001,2002,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,2.73,Garden pea,2002,2003,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,2.99,Garden pea,2001,2002,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,1.95,Garden pea,2002,2003,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,2.87,Garden pea,2002,2002,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,1.15,Garden pea,2003,2003,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,2.21,Garden pea,2002,2002,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,1.17,Garden pea,2003,2003,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,1.25,Lentil,2001,2002,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,1.45,Lentil,2002,2003,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,1.12,Lentil,2001,2002,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,1.28,Lentil,2002,2003,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,1.06,Lentil,2001,2002,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,1.15,Lentil,2002,2003,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,0.97,Lentil,2001,2002,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,1.01,Lentil,2002,2003,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,0.7,Lentil,2002,2002,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,0.79,Lentil,2003,2003,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,0.89,Lentil,2002,2002,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
4127.016856656007,89.46386298262365,6.204904126056111,0.92,Lentil,2003,2003,441.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-116.55,46.33,6.5
3942.0570866832977,90.13728764503513,8.4,2.65,Garden pea,2001,2002,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,1.87,Garden pea,2002,2003,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,2.07,Garden pea,2001,2002,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,1.48,Garden pea,2002,2003,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,1.66,Garden pea,2001,2002,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,1.89,Garden pea,2002,2003,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,1.38,Garden pea,2001,2002,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,1.61,Garden pea,2002,2003,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,1.38,Garden pea,2002,2002,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,1.25,Garden pea,2003,2003,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,0.88,Garden pea,2002,2002,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,1.19,Garden pea,2003,2003,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,1.06,Lentil,2001,2002,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,1.41,Lentil,2002,2003,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,0.96,Lentil,2001,2002,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,0.75,Lentil,2002,2003,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,1.21,Lentil,2001,2002,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,1.48,Lentil,2002,2003,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,1.0,Lentil,2001,2002,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,0.91,Lentil,2002,2003,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,1.0,Lentil,2002,2002,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,0.89,Lentil,2003,2003,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,0.81,Lentil,2002,2002,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
3942.0570866832977,90.13728764503513,8.4,1.15,Lentil,2003,2003,379.0,Loam,,Pachic Ultic Haploxeroll (Palouse series),,-117.17,47.16,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,1.06,Garden pea,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,4.3,Common barley,2000,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,0.9,Common flax,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,4.67,Common barley,2000,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,2.22,Common wheat,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,4.01,Common barley,2000,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,0.91,Chickpea,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,4.15,Common barley,2000,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,1.58,Common sunflower,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,3.6,Common barley,2000,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,1.06,Garden pea,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,2.69,Durum wheat,2000,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,0.9,Common flax,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,2.84,Durum wheat,2000,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,2.22,Common wheat,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,2.51,Durum wheat,2000,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,0.91,Chickpea,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,2.85,Durum wheat,2000,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,1.58,Common sunflower,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,2.22,Durum wheat,2000,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,1.06,Garden pea,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,3.0,Common wheat,2000,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,0.9,Common flax,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,3.34,Common wheat,2000,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,2.22,Common wheat,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,2.57,Common wheat,2000,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,0.91,Chickpea,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,3.1,Common wheat,2000,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,1.58,Common sunflower,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,2.42,Common wheat,2000,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,1.06,Garden pea,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,3.42,Common wheat,1999,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,0.9,Common flax,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,3.91,Common wheat,1999,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,2.22,Common wheat,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,3.42,Common wheat,1999,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,0.91,Chickpea,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,3.45,Common wheat,1999,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,1.58,Common sunflower,1999,2000,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,2.59,Common wheat,1999,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,4.61,Common barley,2000,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,2.84,Durum wheat,2000,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,3.31,Common wheat,2000,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
4309.684108006029,89.40427396243014,6.850579918830844,3.9,Common wheat,1999,2001,341.0,Silty loam,7.5,Typic Haploustoll,,-111.9,45.4,-9999.0
3915.094983718385,90.14880371442128,5.3143607404933535,0.45,Garden pea,1999,2000,303.0,Clayey loam,7.6,Typic Calciustoll,,-109.53,47.2,6.6
3915.094983718385,90.14880371442128,5.3143607404933535,2.55,Common barley,2000,2001,303.0,Clayey loam,7.6,Typic Calciustoll,,-109.53,47.2,6.6
3915.094983718385,90.14880371442128,5.3143607404933535,0.37,Common flax,1999,2000,303.0,Clayey loam,7.6,Typic Calciustoll,,-109.53,47.2,6.6
3915.094983718385,90.14880371442128,5.3143607404933535,2.71,Common barley,2000,2001,303.0,Clayey loam,7.6,Typic Calciustoll,,-109.53,47.2,6.6
3915.094983718385,90.14880371442128,5.3143607404933535,0.73,Common wheat,1999,2000,303.0,Clayey loam,7.6,Typic Calciustoll,,-109.53,47.2,6.6
3915.094983718385,90.14880371442128,5.3143607404933535,2.37,Common barley,2000,2001,303.0,Clayey loam,7.6,Typic Calciustoll,,-109.53,47.2,6.6
3915.094983718385,90.14880371442128,5.3143607404933535,0.27,Chickpea,1999,2000,303.0,Clayey loam,7.6,Typic Calciustoll,,-109.53,47.2,6.6
3915.094983718385,90.14880371442128,5.3143607404933535,2.4,Common barley,2000,2001,303.0,Clayey loam,7.6,Typic Calciustoll,,-109.53,47.2,6.6
3915.094983718385,90.14880371442128,5.3143607404933535,2.91,Common barley,2000,2001,303.0,Clayey loam,7.6,Typic Calciustoll,,-109.53,47.2,6.6
3915.094983718385,90.14880371442128,5.3143607404933535,0.99,Common sunflower,1999,2000,303.0,Clayey loam,7.6,Typic Calciustoll,,-109.53,47.2,6.6
3915.094983718385,90.14880371442128,5.3143607404933535,1.97,Common barley,2000,2001,303.0,Clayey loam,7.6,Typic Calciustoll,,-109.53,47.2,6.6
3915.094983718385,90.14880371442128,5.3143607404933535,0.45,Garden pea,1999,2000,303.0,Clayey loam,7.6,Typic Calciustoll,,-109.53,47.2,6.6
3915.094983718385,90.14880371442128,5.3143607404933535,1.52,Durum wheat,2000,2001,303.0,Clayey loam,7.6,Typic Calciustoll,,-109.53,47.2,6.6
3915.094983718385,90.14880371442128,5.3143607404933535,0.37,Common flax,1999,2000,303.0,Clayey loam,7.6,Typic Calciustoll,,-109.53,47.2,6.6
3915.094983718385,90.14880371442128,5.3143607404933535,1.43,Durum wheat,2000,2001,303.0,Clayey loam,7.6,Typic Calciustoll,,-109.53,47.2,6.6
3915.094983718385,90.14880371442128,5.3143607404933535,0.73,Common wheat,1999,2000,303.0,Clayey loam,7.6,Typic Calciustoll,,-109.53,47.2,6.6
3915.094983718385,90.14880371442128,5.3143607404933535,1.0,Durum wheat,2000,2001,303.0,Clayey loam,7.6,Typic Calciustoll,,-109.53,47.2,6.6
3915.094983718385,90.14880371442128,5.3143607404933535,0.99,Common sunflower,1999,2000,303.0,Clayey loam,7.6,Typic Calciustoll,,-109.53,47.2,6.6
3915.094983718385,90.14880371442128,5.3143607404933535,1.23,Durum wheat,2000,2001,303.0,Clayey loam,7.6,Typic Calciustoll,,-109.53,47.2,6.6
